Coder Initial,"Potential_Law_On_MKT ((1=True, 0=False)",Notes in Support of LawonMkt,Potential Stocks or Sectors,decisionType,docket,term,dateDecision,caseName,dateArgument,,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
dk,1,Kinda unlikely given the case is about attorney-client priv. and it is not the underlying class action (i.e. the Willams case) ,MHK (NYSE),1,08-678,2009,12/8/2009,"MOHAWK INDUSTRIES, INC. v. NORMAN CARPENTER",10/5/2009,,2009-001,2009-001-01,2009-001-01-01,2009-001-01-01-01,12/8/2009,1,,130 S. Ct. 599,175 L. Ed. 2d 458,2009 U.S. LEXIS 8942,2009,1703,Roberts,08-678,"MOHAWK INDUSTRIES, INC. v. NORMAN CARPENTER",10/5/2009,,151,,145,,1,,,0,60,,31,,0,2,9,1,1,2,0,0,0,0,90480,9,1,0,7,,6,600,,113,111,1,9,0
dk,0,,,1,08-351,2009,12/8/2009,"ANITA ALVAREZ, COOK COUNTY STATE'S ATTORNEY v. CHERMANE SMITH et al.",10/14/2009,,2009-002,2009-002-01,2009-002-01-01,2009-002-01-01-01,12/8/2009,1,,130 S. Ct. 576,175 L. Ed. 2d 447,2009 U.S. LEXIS 8941,2009,1703,Roberts,08-351,"ANITA ALVAREZ, COOK COUNTY STATE'S ATTORNEY v. CHERMANE SMITH et al.",10/14/2009,,19,17,195,,1,,,0,66,,27,,0,11,4,2,1,5,0,1,0,0,90130,9,1,0,2,7,1,139,NA,110,111,1,8,1
dk,1,,UNP (NYSE),1,08-604,2009,12/8/2009,"UNION PACIFIC RAILROAD COMPANY v. BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN GENERAL COMMITTEE OF ADJUSTMENT, CENTRAL REGION",10/7/2009,,2009-003,2009-003-01,2009-003-01-01,2009-003-01-01-01,12/8/2009,1,,130 S. Ct. 584,175 L. Ed. 2d 428,2009 U.S. LEXIS 8943,2009,1703,Roberts,08-604,"UNION PACIFIC RAILROAD COMPANY v. BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN GENERAL COMMITTEE OF ADJUSTMENT, CENTRAL REGION",10/7/2009,,231,,249,,1,84,,0,66,,27,,0,2,3,2,1,2,0,0,0,0,70080,7,2,0,4,,3,363,NA,109,111,1,9,0
dk,0,,,1,08-992,2009,12/8/2009,"JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. JOSEPH J. KINDLER",11/2/2009,,2009-004,2009-004-01,2009-004-01-01,2009-004-01-01-01,12/8/2009,1,,130 S. Ct. 612,175 L. Ed. 2d 417,2009 U.S. LEXIS 8944,2009,1703,Roberts,08-992,"JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. JOSEPH J. KINDLER",11/2/2009,,28,45,126,,1,,,0,109,,23,,0,11,2,2,1,5,0,1,0,0,10020,1,1,0,4,,3,341,NA,111,111,1,8,0
dk,0,,,6,08-1065,2009,1/4/2010,"POTTAWATTAMIE COUNTY, IOWA, et al., PETITIONERS v. CURTIS W. MCGHEE, JR., et al.",11/4/2009,,2009-093,2009-093-01,2009-093-01-01,2009-093-01-01-01,1/4/2010,6,,130 S. Ct. 1047,175 L. Ed. 2d 641,2010 U.S. LEXIS 1,2009,1703,Roberts,08-1065,"POTTAWATTAMIE COUNTY, IOWA, et al., PETITIONERS v. CURTIS W. MCGHEE, JR., et al.",11/4/2009,,5,19,111,,1,,,0,71,,28,,0,12,9,2,1,9,0,0,0,0,90200,9,1,0,3,,4,403,NA,,111,1,9,0
dk,0,,,2,08-559,2009,1/11/2010,"E. K. MCDANIEL, WARDEN, et al. v. TROY BROWN",,,2009-021,2009-021-01,2009-021-01-01,2009-021-01-01-01,1/11/2010,2,,130 S. Ct. 665,175 L. Ed. 2d 582,2010 U.S. LEXIS 3,2009,1703,Roberts,08-559,"E. K. MCDANIEL, WARDEN, et al. v. TROY BROWN",,,28,33,126,,1,,,0,90,,29,,1,11,2,2,1,4,0,1,0,0,10020,1,1,0,7,,9,900,NA,,111,1,9,0
dk,0,,,1,08-724,2009,1/12/2010,"KEITH SMITH, WARDEN v. FRANK G. SPISAK, JR.",10/13/2009,,2009-020,2009-020-01,2009-020-01-01,2009-020-01-01-01,1/12/2010,1,,130 S. Ct. 676,175 L. Ed. 2d 595,2010 U.S. LEXIS 530,2009,1703,Roberts,08-724,"KEITH SMITH, WARDEN v. FRANK G. SPISAK, JR.",10/13/2009,,28,41,126,,1,,,0,103,,26,,0,12,7,2,1,3,0,1,0,0,10130,1,1,0,2,7,2,221,NA,110,111,1,9,0
dk,0,,,2,09A648,2009,1/13/2010,"DENNIS HOLLINGSWORTH, et al., APPLICANTS v. KRISTIN M. PERRY et al.",,,2009-018,2009-018-01,2009-018-01-01,2009-018-01-01-01,1/13/2010,2,,130 S. Ct. 705,175 L. Ed. 2d 657,2010 U.S. LEXIS 533,2009,1703,Roberts,09A648,"DENNIS HOLLINGSWORTH, et al., APPLICANTS v. KRISTIN M. PERRY et al.",,,251,,251,,12,,,0,50,,29,,0,12,9,2,1,1,0,1,0,0,90320,9,1,0,4,4,6,600,28/207,,111,1,5,4
dk,1,Perhaps this sort of rate setting case could impact other public energy companies,,1,08-674,2009,1/13/2010,"NRG POWER MARKETING, LLC, et al. v. MAINE PUBLIC UTILITIES COMMISSION et al.",11/3/2009,,2009-019,2009-019-01,2009-019-01-01,2009-019-01-01-01,1/13/2010,1,,130 S. Ct. 693,175 L. Ed. 2d 642,2010 U.S. LEXIS 532,2009,1703,Roberts,08-674,"NRG POWER MARKETING, LLC, et al. v. MAINE PUBLIC UTILITIES COMMISSION et al.",11/3/2009,,148,,4,23,1,44,,0,32,,32,,0,10,6,2,1,4,0,1,0,0,80270,8,1,0,4,7,3,336,NA,109,111,1,8,1
dk,0,,,2,11567,2009,1/19/2010,"MARCUS A. WELLONS v. HILTON HALL, WARDEN",,,2009-016,2009-016-01,2009-016-01-01,2009-016-01-01-01,1/19/2010,2,,130 S. Ct. 727,175 L. Ed. 2d 684,2010 U.S. LEXIS 762,2009,1703,Roberts,Sep-31,"MARCUS A. WELLONS v. HILTON HALL, WARDEN",,,137,,28,13,1,,,0,60,,31,,1,12,2,1,1,5,0,1,0,0,10160,1,2,0,7,,9,900,NA,,103,1,5,4
dk,0,,,2,25812,2009,1/19/2010,ERIC PRESLEY v. GEORGIA,,,2009-017,2009-017-01,2009-017-01-01,2009-017-01-01-01,1/19/2010,2,,130 S. Ct. 721,175 L. Ed. 2d 675,2010 U.S. LEXIS 761,2009,1703,Roberts,Sep-70,ERIC PRESLEY v. GEORGIA,,,137,,28,13,1,,,0,302,13,300,13,1,12,2,1,1,4,0,1,0,0,10230,1,2,0,2,,2,217,NA,,111,1,7,2
dk,0,,,1,20668,2009,1/20/2010,"HOLLY WOOD, PETITIONER v. RICHARD F. ALLEN, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS, et al.",11/4/2009,,2009-013,2009-013-01,2009-013-01-01,2009-013-01-01-01,1/20/2010,1,,130 S. Ct. 841,175 L. Ed. 2d 738,2010 U.S. LEXIS 763,2009,1703,Roberts,Aug-56,"HOLLY WOOD, PETITIONER v. RICHARD F. ALLEN, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS, et al.",11/4/2009,,126,,28,1,1,,,0,41,,31,,1,2,7,1,1,2,0,0,0,0,10020,1,1,0,4,,3,341,NA,113,111,1,7,2
dk,1,Duke Energy ,DUK (NYSE) ,1,"138, Orig.",2009,1/20/2010,STATE OF SOUTH CAROLINA v. STATE OF NORTH CAROLINA,10/13/2009,,2009-014,2009-014-01,2009-014-01-01,2009-014-01-01-01,1/20/2010,1,,130 S. Ct. 854,175 L. Ed. 2d 713,2010 U.S. LEXIS 765,2009,1703,Roberts,"138, Orig.",STATE OF SOUTH CAROLINA v. STATE OF NORTH CAROLINA,10/13/2009,,28,48,28,38,9,117,38,0,,,,,0,12,,0,1,6,0,1,0,0,110020,11,3,0,7,,9,900,NA,112,103,1,5,4
dk,0,,,1,08-911,2009,1/20/2010,"AGRON KUCANA v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",11/10/2009,,2009-015,2009-015-01,2009-015-01-01,2009-015-01-01-01,1/20/2010,1,,130 S. Ct. 827,175 L. Ed. 2d 694,2010 U.S. LEXIS 764,2009,1703,Roberts,08-911,"AGRON KUCANA v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",11/10/2009,,106,,1,,1,7,,0,27,,27,,1,2,9,1,1,4,0,1,0,0,20110,2,2,0,4,,3,344,NA,109,111,1,9,0
dk,0,,,1,08-205,2009,1/21/2010,CITIZENS UNITED v. FEDERAL ELECTION COMMISSION,3/24/2009,,2009-012,2009-012-01,2009-012-01-01,2009-012-01-01-01,1/21/2010,1,,130 S. Ct. 876,175 L. Ed. 2d 753,2010 U.S. LEXIS 766,2009,1703,Roberts,08-205,CITIZENS UNITED v. FEDERAL ELECTION COMMISSION,3/24/2009,9/9/2009,211,,343,,2,43,,1,55,,55,,0,1,1,2,2,7,0,1,1,0,30140,3,1,0,1,,2,200,NA,106,111,1,5,4
dk,0,,,6,07-11191,2009,1/25/2010,MARK A. BRISCOE AND SHELDON A. CYPRESS v. VIRGINIA,1/11/2010,,2009-010,2009-010-01,2009-010-01-01,2009-010-01-01-01,1/25/2010,6,,130 S. Ct. 1316,175 L. Ed. 2d 966,2010 U.S. LEXIS 767,2009,1703,Roberts,07-11191,MARK A. BRISCOE AND SHELDON A. CYPRESS v. VIRGINIA,1/11/2010,,137,,28,55,1,,,0,302,55,300,55,0,12,2,1,1,5,0,1,0,0,10270,1,2,0,7,,2,213,NA,,111,1,9,0
dk,1,Potential impact on Tobacco Industry http://www.troutmansanders.com/hemi-group-decision-will-reshape-cigarette-marketing-laws-01-29-2010/,,1,08-969,2009,1/25/2010,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,,2009-011,2009-011-01,2009-011-01-01,2009-011-01-01-01,1/25/2010,1,,130 S. Ct. 983,175 L. Ed. 2d 943,2010 U.S. LEXIS 768,2009,1703,Roberts,08-969,"HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK",11/3/2009,,233,,3,37,1,,,0,96,,22,,0,12,7,2,1,4,0,1,0,0,80170,8,1,0,4,7,3,362,NA,111,111,1,5,3
dk,0,,,2,09-273,2009,2/22/2010,"RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION v. ANTHONY CARDELL HAYNES",,,2009-025,2009-025-01,2009-025-01-01,2009-025-01-01-01,2/22/2010,2,,130 S. Ct. 2141,176 L. Ed. 2d 758,2010 U.S. LEXIS 3270,2009,1703,Roberts,09-273,"RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION v. ANTHONY CARDELL HAYNES",,,28,51,126,,1,,,0,121,,25,,0,12,4,2,1,4,0,1,0,0,10230,1,1,0,7,,9,900,NA,,111,1,9,0
dk,0,,,2,08-10914,2009,2/22/2010,JAMEY L. WILKINS v. OFFICER GADDY,,,2009-026,2009-026-01,2009-026-01-01,2009-026-01-01-01,2/22/2010,2,,130 S. Ct. 1175,175 L. Ed. 2d 995,2010 U.S. LEXIS 1036,2009,1703,Roberts,08-10914,JAMEY L. WILKINS v. OFFICER GADDY,,,215,,19,38,1,,,0,100,,24,,0,12,2,1,1,4,0,1,0,0,20400,2,2,0,4,,3,314,NA,,111,1,9,0
dk,0,This is jurisdiction case - very unlikely to be a law on the market event,HTZ (NYSE),1,08-1107,2009,2/23/2010,THE HERTZ CORPORATION v. MELINDA FRIEND et al.,11/10/2009,,2009-023,2009-023-01,2009-023-01-01,2009-023-01-01-01,2/23/2010,1,,130 S. Ct. 1181,175 L. Ed. 2d 1029,2010 U.S. LEXIS 1897,2009,1703,Roberts,08-1107,THE HERTZ CORPORATION v. MELINDA FRIEND et al.,11/10/2009,,151,,145,,1,,,0,50,,29,,0,2,2,2,1,5,0,1,0,0,90520,9,2,0,4,4,6,600,28-1332,110,111,1,9,0
dk,0,,,1,08-1175,2009,2/23/2010,FLORIDA v. KEVIN DEWAYNE POWELL,12/7/2009,,2009-024,2009-024-01,2009-024-01-01,2009-024-01-01-01,2/23/2010,1,,130 S. Ct. 1195,175 L. Ed. 2d 1009,2010 U.S. LEXIS 1898,2009,1703,Roberts,08-1175,FLORIDA v. KEVIN DEWAYNE POWELL,12/7/2009,,28,12,137,,1,,,0,302,12,300,12,1,12,2,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,NA,109,111,1,7,2
dk,0,,,1,08-680,2009,2/24/2010,"MARYLAND v. MICHAEL BLAINE SHATZER, SR.",10/5/2009,,2009-022,2009-022-01,2009-022-01-01,2009-022-01-01-01,2/24/2010,1,,130 S. Ct. 1213,175 L. Ed. 2d 1045,2010 U.S. LEXIS 1899,2009,1703,Roberts,08-680,"MARYLAND v. MICHAEL BLAINE SHATZER, SR.",10/5/2009,,28,25,137,,1,,,0,302,25,300,25,1,12,4,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,NA,105,111,1,9,0
dk,0,,,2,08-1234,2009,3/1/2010,"JAMAL KIYEMBA et al. v. BARACK H. OBAMA, PRESIDENT OF THE UNITED STATES et al.",,,2009-030,2009-030-01,2009-030-01-01,2009-030-01-01-01,3/1/2010,2,,130 S. Ct. 1235,175 L. Ed. 2d 1070,2010 U.S. LEXIS 1902,2009,1703,Roberts,08-1234,"JAMAL KIYEMBA et al. v. BARACK H. OBAMA, PRESIDENT OF THE UNITED STATES et al.",,,215,,27,,1,,,0,55,,32,,0,12,2,1,1,5,0,1,0,0,90190,9,2,0,3,,9,900,NA,,111,1,9,0
dk,1,This might impact all companies in the sector? ,RDS.B (NYSE),1,08-240,2009,3/2/2010,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,,2009-027,2009-027-01,2009-027-01-01,2009-027-01-01-01,3/2/2010,1,,130 S. Ct. 1251,176 L. Ed. 2d 36,2010 U.S. LEXIS 2203,2009,1703,Roberts,08-240,"MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.",1/19/2010,,161,,160,,1,,,0,80,,21,,0,12,6,2,1,7,0,0,0,0,80010,8,1,0,4,,6,600,15-2802,112,111,1,9,0
dk,1,,ENL (NYSE) and maybe other publishers?,1,08-103,2009,3/2/2010,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,,2009-028,2009-028-01,2009-028-01-01,2009-028-01-01-01,3/2/2010,1,,130 S. Ct. 1237,176 L. Ed. 2d 18,2010 U.S. LEXIS 2202,2009,1703,Roberts,08-103,"REED ELSEVIER, INC., et al., v. IRVIN MUCHNICK et al.",10/7/2009,,220,,112,,1,,,0,96,,22,,1,11,5,1,1,4,0,1,0,0,80190,8,1,0,4,,6,600,17-411,108,111,1,8,0
dk,0,,,1,41876,2009,3/2/2010,CURTIS DARNELL JOHNSON v. UNITED STATES,10/6/2009,,2009-029,2009-029-01,2009-029-01-01,2009-029-01-01-01,3/2/2010,1,,130 S. Ct. 1265,176 L. Ed. 2d 1,2010 U.S. LEXIS 2201,2009,1703,Roberts,25-Aug,CURTIS DARNELL JOHNSON v. UNITED STATES,10/6/2009,,137,,27,,1,,,0,56,,31,,0,12,2,1,1,4,0,1,0,0,10380,1,2,0,4,,6,600,18-924,105,111,1,7,2
dk,1,Could this impact other related service providers? ,,1,08-1119,2009,3/8/2010,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,,2009-031,2009-031-01,2009-031-01-01,2009-031-01-01-01,3/8/2010,1,,130 S. Ct. 1324,176 L. Ed. 2d 79,2010 U.S. LEXIS 2206,2009,1703,Roberts,08-1119,"MILAVETZ, GALLOP & MILAVETZ, P. A., et al. v. UNITED STATES",12/1/2009,,111,,27,,1,,,0,83,,28,,1,3,6,2,1,7,0,1,0,0,60020,6,2,0,4,,3,307,NA,113,111,1,9,0
dk,0,,,1,08-728,2009,3/8/2010,TAYLOR JAMES BLOATE v. UNITED STATES,10/6/2009,,2009-032,2009-032-01,2009-032-01-01,2009-032-01-01-01,3/8/2010,1,,130 S. Ct. 1345,176 L. Ed. 2d 54,2010 U.S. LEXIS 2205,2009,1703,Roberts,08-728,TAYLOR JAMES BLOATE v. UNITED STATES,10/6/2009,,137,,27,,1,,,0,86,,28,,0,2,2,1,1,3,0,1,0,0,10590,1,2,0,4,,6,600,18-3161,108,111,1,7,2
dk,0,,,1,08-1134,2009,3/23/2010,"UNITED STUDENT AID FUNDS, INC. v. FRANCISCO J. ESPINOSA",12/1/2009,,2009-038,2009-038-01,2009-038-01-01,2009-038-01-01-01,3/23/2010,1,,130 S. Ct. 1367,176 L. Ed. 2d 158,2010 U.S. LEXIS 2750,2009,1703,Roberts,08-1134,"UNITED STUDENT AID FUNDS, INC. v. FRANCISCO J. ESPINOSA",12/1/2009,,135,,138,,1,,,0,45,,29,,0,2,3,2,1,2,0,0,0,0,80030,8,2,0,4,4,3,307,NA,108,111,1,9,0
dk,1,Lets discuss this one ,,1,08-586,2009,3/30/2010,"JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P.",11/2/2009,,2009-035,2009-035-01,2009-035-01-01,2009-035-01-01-01,3/30/2010,1,,130 S. Ct. 1418,176 L. Ed. 2d 265,2010 U.S. LEXIS 2926,2009,1703,Roberts,08-586,"JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P.",11/2/2009,,173,,119,,1,,,0,66,,27,,1,2,2,1,1,5,0,1,0,0,80120,8,1,0,4,7,6,600,15-80,112,111,1,9,0
dk,0,,,1,08-1402,2009,3/30/2010,"MARY BERGHUIS, WARDEN v. DIAPOLIS SMITH",1/20/2010,,2009-036,2009-036-01,2009-036-01-01,2009-036-01-01-01,3/30/2010,1,,130 S. Ct. 1382,176 L. Ed. 2d 249,2010 U.S. LEXIS 2925,2009,1703,Roberts,08-1402,"MARY BERGHUIS, WARDEN v. DIAPOLIS SMITH",1/20/2010,,27,,126,,1,,,0,82,,26,,0,12,4,2,1,4,0,1,0,0,10230,1,1,0,2,,2,217,NA,109,111,1,9,0
dk,0,,,1,08-304,2009,3/30/2010,"GRAHAM COUNTY SOIL AND WATER CONSERVATION DISTRICT, et al. v. UNITED STATES ex rel. KAREN T. WILSON",11/30/2009,,2009-037,2009-037-01,2009-037-01-01,2009-037-01-01-01,3/30/2010,1,,130 S. Ct. 1396,176 L. Ed. 2d 225,2010 U.S. LEXIS 2927,2009,1703,Roberts,08-304,"GRAHAM COUNTY SOIL AND WATER CONSERVATION DISTRICT, et al. v. UNITED STATES ex rel. KAREN T. WILSON",11/30/2009,,5,38,9,38,1,,,0,100,,24,,0,2,5,2,1,4,0,1,0,0,80060,8,1,0,4,4,3,325,NA,103,111,1,7,2
dk,1,Probably not other insurance companies,ALL (NYSE),1,08-1008,2009,3/31/2010,"SHADY GROVE ORTHOPEDIC ASSOCIATES, P. A. v. ALLSTATE INSURANCE COMPANY",11/2/2009,,2009-033,2009-033-01,2009-033-01-01,2009-033-01-01-01,3/31/2010,1,,130 S. Ct. 1431,176 L. Ed. 2d 311,2010 U.S. LEXIS 2929,2009,1703,Roberts,08-1008,"SHADY GROVE ORTHOPEDIC ASSOCIATES, P. A. v. ALLSTATE INSURANCE COMPANY",11/2/2009,,206,,171,,1,,,0,94,,22,,0,12,2,1,1,4,0,1,0,0,90110,9,2,0,4,,4,400,NA,105,111,1,5,4
dk,0,,,1,08-651,2009,3/31/2010,JOSE PADILLA v. KENTUCKY,10/13/2009,,2009-034,2009-034-01,2009-034-01-01,2009-034-01-01-01,3/31/2010,1,,130 S. Ct. 1473,176 L. Ed. 2d 284,2010 U.S. LEXIS 2928,2009,1703,Roberts,08-651,JOSE PADILLA v. KENTUCKY,10/13/2009,,106,,28,21,1,,,0,302,21,300,21,0,11,9,1,1,4,0,1,0,0,10120,1,2,0,2,,2,214,NA,103,111,1,7,2
dk,0,,,1,08-769,2009,4/20/2010,UNITED STATES v. ROBERT J. STEVENS,10/6/2009,,2009-047,2009-047-01,2009-047-01-01,2009-047-01-01-01,4/20/2010,1,,130 S. Ct. 1577,176 L. Ed. 2d 435,2010 U.S. LEXIS 3478,2009,1703,Roberts,08-769,UNITED STATES v. ROBERT J. STEVENS,10/6/2009,,27,,126,,1,,,0,111,,23,,1,12,8,2,2,2,0,0,0,0,30010,3,2,0,1,,6,600,18-48,111,111,1,8,1
dk,1,Lets discuss this one  (might impact the debt collection industry),,1,08-1200,2009,4/21/2010,"KAREN L. JERMAN v. CARLISLE, MCNELLIE, RINI, KRAMER & ULRICH LPA, et al.",1/13/2010,,2009-044,2009-044-01,2009-044-01-01,2009-044-01-01-01,4/21/2010,1,,130 S. Ct. 1605,176 L. Ed. 2d 519,2010 U.S. LEXIS 3480,2009,1703,Roberts,08-1200,"KAREN L. JERMAN v. CARLISLE, MCNELLIE, RINI, KRAMER & ULRICH LPA, et al.",1/13/2010,,195,,111,,1,,,0,103,,26,,0,2,2,1,1,4,0,1,0,0,20100,2,2,0,4,7,6,600,15-1692,113,111,1,7,2
dk,0,,,1,08-970,2009,4/21/2010,"SONNY PERDUE, GOVERNOR OF GEORGIA, et al. v. KENNY A., BY HIS NEXT FRIEND LINDA WINN, et al.",10/14/2009,,2009-045,2009-045-01,2009-045-01-01,2009-045-01-01-01,4/21/2010,1,,130 S. Ct. 1662,176 L. Ed. 2d 494,2010 U.S. LEXIS 3481,2009,1703,Roberts,08-970,"SONNY PERDUE, GOVERNOR OF GEORGIA, et al. v. KENNY A., BY HIS NEXT FRIEND LINDA WINN, et al.",10/14/2009,,19,13,129,,1,,,0,60,,31,,1,11,2,2,1,4,0,1,0,0,60010,6,1,0,4,,3,328,NA,112,111,1,5,4
dk,1,Actually could impact lots of companies with pension plans,XRX (NYSE) ,7,08-810,2009,4/21/2010,"SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.",1/20/2010,,2009-046,2009-046-01,2009-046-01-01,2009-046-01-01-01,4/21/2010,7,,130 S. Ct. 1640,176 L. Ed. 2d 469,2010 U.S. LEXIS 3479,2009,1703,Roberts,08-810,"SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.",1/20/2010,,145,,151,,1,,,0,97,,22,,0,11,7,2,1,4,0,1,0,0,80090,8,1,0,4,,3,323,NA,111,111,1,5,3
dk,0,,,1,08-1198,2009,4/27/2010,"STOLT-NIELSEN S. A., et al. v. ANIMALFEEDS INTERNATIONAL CORP.",12/9/2009,,2009-042,2009-042-01,2009-042-01-01,2009-042-01-01-01,4/27/2010,1,,130 S. Ct. 1758,176 L. Ed. 2d 605,2010 U.S. LEXIS 3672,2009,1703,Roberts,08-1198,"STOLT-NIELSEN S. A., et al. v. ANIMALFEEDS INTERNATIONAL CORP.",12/9/2009,,116,,234,,1,,,0,96,,22,,0,11,4,1,1,4,0,1,0,0,80160,8,2,0,4,,6,600,1-Sep,112,111,1,5,3
dk,1,,MRK (NYSE),1,08-905,2009,4/27/2010,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,,2009-043,2009-043-01,2009-043-01-01,2009-043-01-01-01,4/27/2010,1,,130 S. Ct. 1784,176 L. Ed. 2d 582,2010 U.S. LEXIS 3671,2009,1703,Roberts,08-905,"MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,,143,,173,,1,,,0,92,,23,,1,2,4,2,1,2,0,0,0,0,80120,8,2,0,4,,3,365,NA,110,111,1,9,0
dk,0,,,1,08-472,2009,4/28/2010,"KEN L. SALAZAR, SECRETARY OF THE INTERIOR, et al. v. FRANK BUONO",10/7/2009,,2009-041,2009-041-01,2009-041-01-01,2009-041-01-01-01,4/28/2010,1,,130 S. Ct. 1803,176 L. Ed. 2d 634,2010 U.S. LEXIS 3674,2009,1703,Roberts,08-472,"KEN L. SALAZAR, SECRETARY OF THE INTERIOR, et al. v. FRANK BUONO",10/7/2009,,326,,13,60,1,,,0,48,,29,,0,12,2,2,1,4,0,1,0,0,30170,3,1,0,1,,2,203,NA,106,111,1,5,4
dk,0,,,1,08-1529,2009,5/3/2010,"ESTHER HUI, et al. v. YANIRA CASTANEDA, AS PERSONAL REPRESENTATIVE OF THE ESTATE OF FRANCISCO CASTANEDA, et al.",3/2/2010,,2009-039,2009-039-01,2009-039-01-01,2009-039-01-01-01,5/3/2010,1,,130 S. Ct. 1845,176 L. Ed. 2d 703,2010 U.S. LEXIS 3676,2009,1703,Roberts,08-1529,"ESTHER HUI, et al. v. YANIRA CASTANEDA, AS PERSONAL REPRESENTATIVE OF THE ESTATE OF FRANCISCO CASTANEDA, et al.",3/2/2010,,106,,19,60,1,97,,0,48,,29,,0,2,2,2,1,4,0,1,0,0,80060,8,1,0,4,,6,600,43-233,113,111,1,9,0
dk,0,, ,1,09-338,2009,5/3/2010,"PAUL RENICO, WARDEN v. REGINALD LETT",3/29/2010,,2009-040,2009-040-01,2009-040-01-01,2009-040-01-01-01,5/3/2010,1,,130 S. Ct. 1855,176 L. Ed. 2d 678,2010 U.S. LEXIS 3675,2009,1703,Roberts,09-338,"PAUL RENICO, WARDEN v. REGINALD LETT",3/29/2010,,27,,126,,1,,,0,81,,26,,1,11,2,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,NA,111,111,1,6,3
dk,0,,,1,08-645,2009,5/17/2010,TIMOTHY MARK CAMERON ABBOTT v. JACQUELYN VAYE ABBOTT,1/12/2010,,2009-048,2009-048-01,2009-048-01-01,2009-048-01-01-01,5/17/2010,1,,130 S. Ct. 1983,176 L. Ed. 2d 789,2010 U.S. LEXIS 3880,2009,1703,Roberts,08-645,TIMOTHY MARK CAMERON ABBOTT v. JACQUELYN VAYE ABBOTT,1/12/2010,,153,,188,,1,,,0,122,,25,,1,2,2,1,1,4,0,1,0,0,20170,2,2,0,4,,5,509,NA,106,111,1,6,3
dk,0,,,1,41863,2009,5/17/2010,TERRANCE JAMAR GRAHAM v. FLORIDA,11/9/2009,,2009-049,2009-049-01,2009-049-01-01,2009-049-01-01-01,5/17/2010,1,,130 S. Ct. 2011,176 L. Ed. 2d 825,2010 U.S. LEXIS 3881,2009,1703,Roberts,12-Aug,TERRANCE JAMAR GRAHAM v. FLORIDA,11/9/2009,,175,,28,12,1,,,0,302,12,300,12,0,12,2,1,3,4,0,1,0,0,10140,1,2,0,2,,2,221,NA,106,111,1,6,3
