case,caseDisposition,caseName,dateArgument,dateDecision,docket,issue,issueArea,lawType,lowerCourtDisagreement,petitioner,respondent,sctCite,shortName,term,testPart,ticker,voteMargin
187,7.0,"ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,6/13/2013,12-398,10430.0,1.0,6.0,1.0,165.0,165.0,133 S.Ct. 2107,Ass'n for Molec. Pathology v. Myriad Genetics,2012,XPH,AMGN,9
187,7.0,"ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,6/13/2013,12-398,10430.0,1.0,6.0,1.0,165.0,165.0,133 S.Ct. 2107,Ass'n for Molec. Pathology v. Myriad Genetics,2012,XPH,XLV,9
187,7.0,"ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,6/13/2013,12-398,10430.0,1.0,6.0,1.0,165.0,165.0,133 S.Ct. 2107,Ass'n for Molec. Pathology v. Myriad Genetics,2012,XPH,XBI,9
187,7.0,"ASSOCIATION FOR MOLECULAR PATHOLOGY, et al., PETITIONERS v. MYRIAD GENETICS, INC., et al.",4/15/2013,6/13/2013,12-398,10430.0,1.0,6.0,1.0,165.0,165.0,133 S.Ct. 2107,Ass'n for Molec. Pathology v. Myriad Genetics,2012,XPH,XHE,9
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,ACT,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,MYL,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,NVS,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,TEVA,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,XLV,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,XPH,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,XBI,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,,XHE,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,ACT,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,MYL,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,NVS,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,TEVA,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,XPH,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,XBI,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XLV,XHE,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,ACT,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,MYL,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,NVS,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,TEVA,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,XLV,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,XBI,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XPH,XHE,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,ACT,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,MYL,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,NVS,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,TEVA,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,XLV,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,XPH,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XHE,XBI,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,ACT,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,MYL,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,NVS,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,TEVA,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,XLV,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,XPH,2
188,3.0,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",3/25/2013,6/17/2013,12-416,10430.0,1.0,3.0,0.0,357.0,143.0,133 S.Ct. 1310,FTC v. Actavis,2012,XBI,XHE,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,XLF,AXP,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,XLF,DFS,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,XLF,MA,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,XLF,V,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,,AXP,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,,DFS,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,,MA,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,,V,2
189,3.0,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",2/27/2013,6/20/2013,12-133,80160.0,8.0,6.0,0.0,135.0,228.0,133 S.Ct. 2304,American Express v. Italian Colors Rest.,2012,,XLF,2
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,,PRGO,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,,XLV,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,,XPH,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,,XBI,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,,XHE,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XBI,PRGO,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XBI,XLV,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XBI,XPH,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XBI,XHE,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XHE,PRGO,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XHE,XLV,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XHE,XPH,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XHE,XBI,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XLV,PRGO,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XLV,XPH,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XLV,XBI,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XLV,XHE,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XPH,PRGO,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XPH,XLV,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XPH,XBI,1
190,3.0,"MUTUAL PHARMACEUTICAL COMPANY, INC., PETITIONER v. KAREN L. BARTLETT",3/19/2013,6/24/2013,12-142,100030.0,10.0,3.0,1.0,143.0,204.0,133 S.Ct. 2466,Mutual Pharm. v. Bartlett,2012,XPH,XHE,1
191,5.0,FORD MOTOR CO. v. UNITED STATES,,12/2/2013,13-113,120010.0,12.0,3.0,0.0,184.0,27.0,134 S.Ct. 510,Ford v. U.S.,2013,,F,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,XTL,S,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,XTL,XLY,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,XTL,VOX,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,,S,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,,XLY,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,,VOX,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,,XTL,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,XLY,S,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,XLY,VOX,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,XLY,XTL,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,VOX,S,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,VOX,XLY,9
192,3.0,"SPRINT COMMUNICATIONS, INC. v. JACOBS",11/5/2013,12/10/2013,12-815,90090.0,9.0,6.0,0.0,205.0,205.0,134 S.Ct. 584,Sprint v. Jacobs,2013,VOX,XTL,9
193,2.0,HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.,10/15/2013,12/16/2013,12-729,80090.0,8.0,3.0,0.0,145.0,171.0,134 S.Ct. 604,Heimeshoff v. Hartford Life Ins.,2013,,WMT,9
193,2.0,HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.,10/15/2013,12/16/2013,12-729,80090.0,8.0,3.0,0.0,145.0,171.0,134 S.Ct. 604,Heimeshoff v. Hartford Life Ins.,2013,,XLY,9
193,2.0,HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.,10/15/2013,12/16/2013,12-729,80090.0,8.0,3.0,0.0,145.0,171.0,134 S.Ct. 604,Heimeshoff v. Hartford Life Ins.,2013,XLY,WMT,9
194,4.0,MISS. EX REL. HOOD v. AU OPTRONICS CORP.,11/6/2013,1/14/2014,12-1036,90090.0,9.0,6.0,0.0,28.0,184.0,134 S.Ct. 736,Miss. Ex Rel. Hood v. AU Optronics,2013,XLK,AUO,9
194,4.0,MISS. EX REL. HOOD v. AU OPTRONICS CORP.,11/6/2013,1/14/2014,12-1036,90090.0,9.0,6.0,0.0,28.0,184.0,134 S.Ct. 736,Miss. Ex Rel. Hood v. AU Optronics,2013,,AUO,9
194,4.0,MISS. EX REL. HOOD v. AU OPTRONICS CORP.,11/6/2013,1/14/2014,12-1036,90090.0,9.0,6.0,0.0,28.0,184.0,134 S.Ct. 736,Miss. Ex Rel. Hood v. AU Optronics,2013,,XLK,9
195,4.0,"MEDTRONIC, INC. v. MIROWSKI FAMILY VENTURES, LLC",11/5/2013,1/22/2014,12-1128,80180.0,8.0,9.0,0.0,180.0,172.0,134 S.Ct. 843,Medtronic v. Mirowski Family Ventures,2013,,MDT,9
196,2.0,SANDIFER v. UNITED STATES STEEL CORP.,11/4/2013,1/27/2014,12-417,70040.0,7.0,3.0,0.0,145.0,187.0,134 S.Ct. 870,Sandifer f. U.S. Steel,2013,,X,9
196,2.0,SANDIFER v. UNITED STATES STEEL CORP.,11/4/2013,1/27/2014,12-417,70040.0,7.0,3.0,0.0,145.0,187.0,134 S.Ct. 870,Sandifer f. U.S. Steel,2013,,XLB,9
196,2.0,SANDIFER v. UNITED STATES STEEL CORP.,11/4/2013,1/27/2014,12-417,70040.0,7.0,3.0,0.0,145.0,187.0,134 S.Ct. 870,Sandifer f. U.S. Steel,2013,XLB,X,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,,LXK,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,,MMM,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,,XLK,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,,XLI,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,XLI,LXK,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,XLI,MMM,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,XLI,XLK,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,XLK,LXK,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,XLK,MMM,9
197,2.0,"LEXMARK INT'L, INC. v. STATIC CONTROL COMPONENTS, INC.,",12/3/2013,3/25/2014,12-873,90260.0,9.0,6.0,0.0,184.0,233.0,134 S.Ct. 1377,Lexmark Int'l v. Static Control Components,2013,XLK,XLI,9
199,4.0,"PETRELLA v. METRO-GOLDWYN-MAYER, INC.",1/21/2014,5/19/2014,12-1315,80190.0,8.0,6.0,0.0,172.0,156.0,134 S.Ct. 1962,Petrella v. Metro-Goldwyn-Mayer,2013,XLY,CBS,3
199,4.0,"PETRELLA v. METRO-GOLDWYN-MAYER, INC.",1/21/2014,5/19/2014,12-1315,80190.0,8.0,6.0,0.0,172.0,156.0,134 S.Ct. 1962,Petrella v. Metro-Goldwyn-Mayer,2013,XLY,DIS,3
199,4.0,"PETRELLA v. METRO-GOLDWYN-MAYER, INC.",1/21/2014,5/19/2014,12-1315,80190.0,8.0,6.0,0.0,172.0,156.0,134 S.Ct. 1962,Petrella v. Metro-Goldwyn-Mayer,2013,XLY,TWX,3
199,4.0,"PETRELLA v. METRO-GOLDWYN-MAYER, INC.",1/21/2014,5/19/2014,12-1315,80190.0,8.0,6.0,0.0,172.0,156.0,134 S.Ct. 1962,Petrella v. Metro-Goldwyn-Mayer,2013,XLY,LGF,3
