"","Case","Index","Symbol","estimate","error","t.value","p.value","sig","dateDecision","sctCite","term","docket","shortName"
"805",149,"SPY","PNC","-0.001336","0.021991","-0.060751","0.951557","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"806",149,"SPY","AXP","-0.036237","0.017972","-2.016266","0.043772","**","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"807",149,"SPY","C","-0.014093","0.023389","-0.602552","0.546807","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"808",149,"SPY","V","0.028928","0.020057","1.442256","0.149230","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"809",149,"SPY","DFS","-0.016237","0.018914","-0.858468","0.390634","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"810",149,"SPY","WFC","-0.002978","0.022974","-0.129626","0.896862","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"811",149,"SPY","FMER","-0.027213","0.017887","-1.521360","0.128170","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"812",149,"SPY","FITB","-0.026241","0.025180","-1.042152","0.297341","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"813",149,"SPY","HBAN","-0.026498","0.030167","-0.878366","0.379745","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"814",149,"SPY","WTFC","-0.039898","0.022980","-1.736186","0.082531","*","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"815",149,"SPY","USB","0.003390","0.025185","0.134603","0.892926","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"816",149,"SPY","MA","0.019533","0.025380","0.769612","0.441530","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"817",149,"SPY","WEX","0.038107","0.018547","2.054618","0.039916","**","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"818",149,"SPY","COF","-0.023706","0.024431","-0.970341","0.331877","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"819",149,"SPY","XLF","-0.008575","0.008810","-0.973347","0.330381","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"820",149,"XLF","PNC","0.004772","0.019700","0.242229","0.808603","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"821",149,"XLF","AXP","-0.030556","0.016840","-1.814503","0.069600","*","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"822",149,"XLF","C","-0.003109","0.023013","-0.135098","0.892534","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"823",149,"XLF","V","0.032203","0.020131","1.599711","0.109663","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"824",149,"XLF","DFS","-0.007358","0.018346","-0.401069","0.688370","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"825",149,"XLF","WFC","0.007357","0.018811","0.391101","0.695723","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"826",149,"XLF","FMER","-0.020033","0.017281","-1.159237","0.246359","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"827",149,"XLF","FITB","-0.015993","0.025168","-0.635462","0.525127","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"828",149,"XLF","HBAN","-0.018252","0.029843","-0.611609","0.540797","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"829",149,"XLF","WTFC","-0.034466","0.021492","-1.603674","0.108786","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"830",149,"XLF","USB","0.010590","0.024052","0.440293","0.659725","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"831",149,"XLF","MA","0.021212","0.024859","0.853276","0.393506","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"832",149,"XLF","WEX","0.047896","0.020051","2.388652","0.016910","**","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"833",149,"XLF","COF","-0.012844","0.023685","-0.542287","0.587621","","1/24/2011","131 S.Ct. 871",2010,"09-329","Chase Bank v. McCoy"
"834",150,"SPY","PFE","0.025621","0.014533","1.762925","0.077913","*","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"835",150,"SPY","XLV","-0.000569","0.005228","-0.108833","0.913335","","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"836",150,"SPY","XPH","0.022330","0.013939","1.601973","0.109161","","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"837",150,"XLV","PFE","0.019712","0.013245","1.488273","0.136679","","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"838",150,"XLV","XPH","0.017155","0.013888","1.235223","0.216747","","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"839",150,"XPH","PFE","-0.008565","0.015621","-0.548291","0.583492","","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"840",150,"XPH","XLV","-0.018919","0.006392","-2.959653","0.003080","***","2/22/2011","131 S.Ct. 1068",2010,"09-152","Bruesewitz v. Wyeth"
"841",151,"SPY","CSX","-0.005329","0.010574","-0.503990","0.614268","","2/22/2011","131 S.Ct. 1101",2010,"09-520","CSX Transp. v. Alabama Dept. of Rev."
"842",151,"SPY","XLI","-0.005493","0.004820","-1.139735","0.254397","","2/22/2011","131 S.Ct. 1101",2010,"09-520","CSX Transp. v. Alabama Dept. of Rev."
"843",151,"XLI","CSX","-0.005436","0.010378","-0.523807","0.600413","","2/22/2011","131 S.Ct. 1101",2010,"09-520","CSX Transp. v. Alabama Dept. of Rev."
"844",152,"SPY","F","0.017399","0.015759","1.104063","0.269566","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"845",152,"SPY","GM","-0.091799","0.018396","-4.990071","0.000001","***","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"846",152,"SPY","TM","0.008591","0.008817","0.974389","0.329864","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"847",152,"SPY","HMC","0.003061","0.008057","0.379940","0.703990","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"848",152,"SPY","TSLA","0.036196","0.045185","0.801062","0.423096","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"849",152,"SPY","XLY","-0.010768","0.005540","-1.943706","0.051931","*","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"850",152,"XLY","F","0.027725","0.015587","1.778708","0.075288","*","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"851",152,"XLY","GM","-0.085481","0.018701","-4.570811","0.000005","***","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"852",152,"XLY","TM","0.012318","0.008301","1.483903","0.137835","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"853",152,"XLY","HMC","0.008074","0.007808","1.034037","0.301119","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"854",152,"XLY","TSLA","0.045632","0.046583","0.979590","0.327288","","2/23/2011","131 S.Ct. 1131",2010,"08-1314","Williamson v. Mazda"
"855",153,"SPY","T","-0.011499","0.011332","-1.014779","0.310211","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"856",153,"SPY","XLY","-0.001488","0.007737","-0.192316","0.847495","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"857",153,"SPY","VOX","0.014943","0.005586","2.675065","0.007471","***","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"858",153,"SPY","XTL","-0.013904","0.000840","-16.550091","0.000000","***","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"859",153,"XLY","T","-0.011689","0.011517","-1.014901","0.310153","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"860",153,"XLY","VOX","0.014912","0.005611","2.657836","0.007864","***","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"861",153,"XLY","XTL","-0.013911","0.000840","-16.553324","0.000000","***","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"862",153,"VOX","T","-0.020654","0.012609","-1.638087","0.101404","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"863",153,"VOX","XLY","-0.018874","0.013473","-1.400831","0.161265","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"864",153,"VOX","XTL","-0.014114","0.000835","-16.895193","0.000000","***","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"865",153,"XTL","T","-0.014660","0.012825","-1.143061","0.253013","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"866",153,"XTL","XLY","-0.003185","0.014152","-0.225064","0.821929","","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"867",153,"XTL","VOX","0.024614","0.005858","4.201803","0.000026","***","3/1/2011","131 S.Ct. 1177",2010,"09-1279","FCC v. AT&T"
"868",154,"SPY","XLV","-0.003633","0.005025","-0.723000","0.469680","","3/29/2011","131 S.Ct. 1342",2010,"09-1273","Astra v. Santa Clara County, CA"
"869",154,"SPY","XPH","0.009803","0.004468","2.194198","0.028221","**","3/29/2011","131 S.Ct. 1342",2010,"09-1273","Astra v. Santa Clara County, CA"
"870",154,"XLV","XPH","0.010373","0.004461","2.325443","0.020048","**","3/29/2011","131 S.Ct. 1342",2010,"09-1273","Astra v. Santa Clara County, CA"
"871",154,"XPH","XLV","0.000107","0.006841","0.015640","0.987521","","3/29/2011","131 S.Ct. 1342",2010,"09-1273","Astra v. Santa Clara County, CA"
"872",155,"SPY","T","0.003686","0.011626","0.317059","0.751199","","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"873",155,"SPY","VOX","0.000377","0.003465","0.108811","0.913353","","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"874",155,"SPY","XTL","-0.001867","0.000188","-9.956474","0.000000","***","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"875",155,"VOX","T","0.004518","0.012613","0.358198","0.720195","","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"876",155,"VOX","XTL","-0.001858","0.000188","-9.906654","0.000000","***","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"877",155,"XTL","T","0.002307","0.012612","0.182928","0.854854","","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"878",155,"XTL","VOX","0.000361","0.003531","0.102228","0.918576","","4/27/2011","131 S.Ct. 1740",2010,"09-893","AT&T v. Conception"
"879",156,"SPY","CI","-0.012054","0.014856","-0.811378","0.417148","","5/16/2011","131 S.Ct. 1866",2010,"09-804","Cigna v. Amara"
"880",156,"SPY","XLF","0.020594","0.006944","2.965879","0.003018","***","5/16/2011","131 S.Ct. 1866",2010,"09-804","Cigna v. Amara"
"881",156,"XLF","CI","-0.024772","0.015973","-1.550826","0.120943","","5/16/2011","131 S.Ct. 1866",2010,"09-804","Cigna v. Amara"
"882",157,"SPY","GD","0.000031","0.011969","0.002590","0.997933","","5/23/2011","131 S.Ct. 1900",2010,"09-1298","General Dynamics v. U.S."
"883",157,"SPY","XLI","0.007887","0.006671","1.182212","0.237122","","5/23/2011","131 S.Ct. 1900",2010,"09-1298","General Dynamics v. U.S."
"884",157,"XLI","GD","-0.006706","0.010861","-0.617464","0.536929","","5/23/2011","131 S.Ct. 1900",2010,"09-1298","General Dynamics v. U.S."
"885",158,"SPY","JAH","-0.037876","0.012127","-3.123353","0.001788","***","5/31/2011","131 S.Ct. 2060",2010,"42283","Global-Tech Appliances v. SEB S.A."
"886",158,"SPY","XLY","-0.021473","0.007578","-2.833467","0.004605","***","5/31/2011","131 S.Ct. 2060",2010,"42283","Global-Tech Appliances v. SEB S.A."
"887",158,"XLY","JAH","-0.025883","0.011654","-2.220864","0.026360","**","5/31/2011","131 S.Ct. 2060",2010,"42283","Global-Tech Appliances v. SEB S.A."
"888",159,"SPY","HAL","-0.049414","0.025240","-1.957763","0.050258","*","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"889",159,"SPY","XLE","-0.022387","0.015125","-1.480105","0.138845","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"890",159,"SPY","XES","-0.042110","0.017579","-2.395477","0.016599","**","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"891",159,"SPY","XOP","-0.028551","0.019391","-1.472417","0.140908","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"892",159,"SPY","GNR","-0.000826","0.005950","-0.138821","0.889592","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"893",159,"XLE","HAL","-0.022632","0.015885","-1.424754","0.154228","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"894",159,"XLE","XES","-0.023532","0.012672","-1.856997","0.063312","*","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"895",159,"XLE","XOP","-0.001490","0.008427","-0.176812","0.859656","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"896",159,"XLE","GNR","0.000235","0.005932","0.039615","0.968400","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"897",159,"XES","HAL","-0.011287","0.019369","-0.582747","0.560063","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"898",159,"XES","XLE","0.006453","0.011613","0.555684","0.578427","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"899",159,"XES","XOP","0.009826","0.014756","0.665888","0.505483","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"900",159,"XES","GNR","0.001048","0.005921","0.176988","0.859518","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"901",159,"XOP","HAL","-0.025673","0.018113","-1.417354","0.156379","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"902",159,"XOP","XLE","-0.002033","0.006444","-0.315464","0.752409","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"903",159,"XOP","XES","-0.023531","0.012314","-1.910898","0.056018","*","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"904",159,"XOP","GNR","-0.000106","0.005956","-0.017797","0.985801","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"905",159,"GNR","HAL","-0.050439","0.026003","-1.939758","0.052409","*","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"906",159,"GNR","XLE","-0.024129","0.017945","-1.344589","0.178758","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"907",159,"GNR","XES","-0.043598","0.019547","-2.230431","0.025719","**","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"908",159,"GNR","XOP","-0.031058","0.023561","-1.318175","0.187445","","6/6/2011","131 S.Ct. 2179",2010,"09-1403","Erica P. John Fund v. Halliburton"
"909",160,"SPY","MSFT","-0.016354","0.013129","-1.245626","0.212902","","6/9/2011","131 S.Ct. 2238",2010,"10-290","Microsoft v. I4I ltd. P'ship"
"910",160,"SPY","XLK","-0.003433","0.008237","-0.416759","0.676854","","6/9/2011","131 S.Ct. 2238",2010,"10-290","Microsoft v. I4I ltd. P'ship"
"911",160,"XLK","MSFT","-0.013736","0.011477","-1.196831","0.231372","","6/9/2011","131 S.Ct. 2238",2010,"10-290","Microsoft v. I4I ltd. P'ship"
"912",161,"SPY","WIN","-0.005990","0.015986","-0.374709","0.707877","","6/9/2011","131 S.Ct. 2254",2010,"10-313","Talk America v. Michigan Bell Tel. DBA AT&T Michigan"
"913",161,"SPY","XLK","-0.003433","0.008237","-0.416759","0.676854","","6/9/2011","131 S.Ct. 2254",2010,"10-313","Talk America v. Michigan Bell Tel. DBA AT&T Michigan"
"914",161,"XLK","WIN","-0.002840","0.014747","-0.192576","0.847291","","6/9/2011","131 S.Ct. 2254",2010,"10-313","Talk America v. Michigan Bell Tel. DBA AT&T Michigan"
"915",162,"SPY","JNS","-0.001514","0.023490","-0.064454","0.948609","","6/13/2011","131 S.Ct. 2296",2010,"09-525","Janus Capital. v. First Derivative Traders"
"916",162,"SPY","XLF","-0.017504","0.009765","-1.792561","0.073043","*","6/13/2011","131 S.Ct. 2296",2010,"09-525","Janus Capital. v. First Derivative Traders"
"917",162,"XLF","JNS","0.016366","0.020925","0.782118","0.434145","","6/13/2011","131 S.Ct. 2296",2010,"09-525","Janus Capital. v. First Derivative Traders"
"918",163,"SPY","WMT","0.010487","0.010496","0.999156","0.317719","","6/20/2011","131 S.Ct. 2541",2010,"10-277","Wal-Mart v. Dukes"
"919",163,"SPY","XLY","0.017150","0.008682","1.975340","0.048230","**","6/20/2011","131 S.Ct. 2541",2010,"10-277","Wal-Mart v. Dukes"
"920",163,"XLY","WMT","0.006549","0.010668","0.613890","0.539288","","6/20/2011","131 S.Ct. 2541",2010,"10-277","Wal-Mart v. Dukes"
"921",164,"SPY","AEP","-0.010800","0.012126","-0.890653","0.373115","","6/20/2011","131 S.Ct. 2527",2010,"10-174","AEP v. Connecticut"
"922",164,"SPY","XLU","0.000035","0.010925","0.003204","0.997444","","6/20/2011","131 S.Ct. 2527",2010,"10-174","AEP v. Connecticut"
"923",164,"XLU","AEP","-0.010148","0.007080","-1.433277","0.151779","","6/20/2011","131 S.Ct. 2527",2010,"10-174","AEP v. Connecticut"
"924",165,"SPY","CSX","0.024985","0.017933","1.393261","0.163541","","6/23/2011","131 S.Ct. 2630",2010,"10-235","CSX Transp. v. McBride"
"925",165,"SPY","XLI","0.012738","0.009026","1.411203","0.158185","","6/23/2011","131 S.Ct. 2630",2010,"10-235","CSX Transp. v. McBride"
"926",165,"XLI","CSX","0.007327","0.016375","0.447457","0.654545","","6/23/2011","131 S.Ct. 2630",2010,"10-235","CSX Transp. v. McBride"
"927",166,"SPY","GT","-0.053076","0.026580","-1.996842","0.045842","**","6/27/2011","131 S.Ct. 2846",2010,"28034","Goodyear Dunlop v. Brown"
"928",166,"SPY","XLY","-0.009037","0.010712","-0.843625","0.398879","","6/27/2011","131 S.Ct. 2846",2010,"28034","Goodyear Dunlop v. Brown"
"929",166,"XLY","GT","-0.033092","0.022475","-1.472423","0.140907","","6/27/2011","131 S.Ct. 2846",2010,"28034","Goodyear Dunlop v. Brown"
"930",167,"SPY","EA","0.015129","0.018352","0.824380","0.409724","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"931",167,"SPY","ATVI","0.023615","0.020733","1.138980","0.254712","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"932",167,"SPY","KNM","-0.010558","0.008099","-1.303539","0.192391","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"933",167,"SPY","TTWO","0.010541","0.024116","0.437104","0.662036","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"934",167,"SPY","XLY","-0.009037","0.010712","-0.843625","0.398879","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"935",167,"XLY","EA","0.038430","0.022030","1.744437","0.081083","*","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"936",167,"XLY","ATVI","0.031917","0.020237","1.577190","0.114752","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"937",167,"XLY","KNM","-0.011445","0.008062","-1.419595","0.155726","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"938",167,"XLY","TTWO","0.019905","0.021546","0.923818","0.355581","","6/27/2011","131 S.Ct. 2729",2010,"08-1448","Brown, Gov. of CA v. Entm't Merch. Assoc."
"939",168,"SPY","ATLC","0.027289","0.072746","0.375126","0.707567","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"940",168,"SPY","BAC","0.030214","0.032634","0.925834","0.354532","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"941",168,"SPY","COF","-0.012361","0.019652","-0.629005","0.529346","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"942",168,"SPY","C","0.026658","0.027204","0.979912","0.327130","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"943",168,"SPY","XLF","0.010155","0.012329","0.823693","0.410114","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"944",168,"XLF","ATLC","0.028435","0.073795","0.385325","0.699997","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"945",168,"XLF","BAC","0.015069","0.027933","0.539475","0.589559","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"946",168,"XLF","COF","-0.022416","0.016693","-1.342811","0.179333","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"947",168,"XLF","C","0.010986","0.021131","0.519907","0.603129","","1/10/2012","132 S.Ct. 665",2011,"10-948","Compucredit v. Greenwood"
"948",169,"SPY","GOOGL","0.005670","0.013455","0.421396","0.673466","","1/18/2012","132 S.Ct. 873",2011,"10-545","Golan v. Holder, Atty. Gen."
"949",169,"SPY","XLK","-0.000281","0.007157","-0.039260","0.968683","","1/18/2012","132 S.Ct. 873",2011,"10-545","Golan v. Holder, Atty. Gen."
"950",169,"XLK","GOOGL","0.003876","0.011762","0.329526","0.741759","","1/18/2012","132 S.Ct. 873",2011,"10-545","Golan v. Holder, Atty. Gen."
"951",170,"SPY","TSN","-0.000028","0.018262","-0.001533","0.998777","","1/23/2012","132 S.Ct. 965",2011,"10-224","Nat. Meat Ass'n v. Harris, Atty. Gen. of CA"
"952",170,"SPY","XLP","0.006845","0.005507","1.242868","0.213917","","1/23/2012","132 S.Ct. 965",2011,"10-224","Nat. Meat Ass'n v. Harris, Atty. Gen. of CA"
"953",170,"XLP","TSN","-0.007280","0.017925","-0.406146","0.684635","","1/23/2012","132 S.Ct. 965",2011,"10-224","Nat. Meat Ass'n v. Harris, Atty. Gen. of CA"
"954",171,"SPY","CS","-0.049502","0.015723","-3.148334","0.001642","***","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"955",171,"SPY","C","-0.049425","0.027145","-1.820798","0.068638","*","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"956",171,"SPY","DB","-0.049312","0.016918","-2.914832","0.003559","***","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"957",171,"SPY","UBS","-0.039246","0.013704","-2.863780","0.004186","***","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"958",171,"SPY","XLF","-0.014999","0.011853","-1.265468","0.205704","","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"959",171,"XLF","CS","-0.031601","0.014804","-2.134687","0.032787","**","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"960",171,"XLF","C","-0.027747","0.017230","-1.610351","0.107321","","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"961",171,"XLF","DB","-0.031410","0.016206","-1.938190","0.052600","*","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"962",171,"XLF","UBS","-0.025553","0.013044","-1.958929","0.050121","*","3/26/2012","132 S.Ct. 1414",2011,"10-1261","Credit Suisse Sec. (USA) v. Simmonds"
"963",172,"SPY","TEVA","-0.001182","0.016323","-0.072414","0.942273","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"964",172,"SPY","ACT","0.013824","0.015999","0.864066","0.387552","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"965",172,"SPY","MYL","0.005918","0.015585","0.379732","0.704144","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"966",172,"SPY","XLV","0.013476","0.006793","1.983874","0.047270","**","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"967",172,"SPY","XPH","0.005987","0.006475","0.924688","0.355128","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"968",172,"SPY","XBI","0.013269","0.011142","1.190860","0.233709","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"969",172,"SPY","XHE","0.001019","0.001541","0.661340","0.508394","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"970",172,"XLV","TEVA","-0.005852","0.016407","-0.356674","0.721336","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"971",172,"XLV","ACT","0.002318","0.014952","0.155034","0.876795","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"972",172,"XLV","MYL","-0.000217","0.015947","-0.013608","0.989143","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"973",172,"XLV","XPH","0.003504","0.006354","0.551422","0.581344","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"974",172,"XLV","XBI","0.006566","0.010860","0.604577","0.545460","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"975",172,"XLV","XHE","0.001302","0.001534","0.848583","0.396113","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"976",172,"XPH","TEVA","0.003618","0.016998","0.212846","0.831447","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
"977",172,"XPH","ACT","0.014057","0.015990","0.879135","0.379328","","4/17/2012","132 S.Ct. 1670",2011,"10-844","Caraco Pharm. Lab. v. Nordisk"
