"","timestamp","case","term","event_period","ticker","act_return","abr_return","Case_Name","cum_abr","abr_perc","abs_abr_perc","abs_cum_abr","cum_abr_perc","abs_cum_abr_perc","event_quarter"
"1",2000-03-06 09:30:00,"2","1999",1,"CVX",0,0,"U.S. v. Locke, 120 S.Ct. 1135",0,0,0,0,0,0,1
"2",2000-03-06 09:35:00,"2","1999",2,"CVX",0,-0.000527,"U.S. v. Locke, 120 S.Ct. 1135",-0.000527,-0.00791909599086374,0.00196615380023579,0.000527,-0.00791909599086374,0.00196615380023579,1
"3",2000-03-06 09:40:00,"2","1999",3,"CVX",-0.00421370681957089,-0.004416,"U.S. v. Locke, 120 S.Ct. 1135",-0.004943,-0.0663581174490593,0.0164753988270232,0.004943,-0.0742772134399231,0.018441552627259,1
"4",2000-03-06 09:45:00,"2","1999",4,"CVX",-0.00507611867558033,-0.005495,"U.S. v. Locke, 120 S.Ct. 1135",-0.010438,-0.0825719781210555,0.0205009774806369,0.010438,-0.156849191560979,0.038942530107896,1
"5",2000-03-06 09:50:00,"2","1999",5,"CVX",0.00254590896411155,0.001801,"U.S. v. Locke, 120 S.Ct. 1135",-0.008637,0.0270631724469556,0.00671924666835798,0.012239,-0.129786019114023,0.0456617767762539,1
"6",2000-03-06 09:55:00,"2","1999",6,"CVX",0.00168917817747349,0.00165,"U.S. v. Locke, 120 S.Ct. 1135",-0.006987,0.0247941335577328,0.00615588950737961,0.013889,-0.10499188555629,0.0518176662836335,1
"7",2000-03-06 10:00:00,"2","1999",7,"CVX",-0.000850989157344273,-0.000403,"U.S. v. Locke, 120 S.Ct. 1135",-0.00739,-0.00605577928713109,0.0015035293766509,0.014292,-0.111047664843421,0.0533211956602844,1
"8",2000-03-06 10:05:00,"2","1999",8,"CVX",-0.000850989157344273,-0.001487,"U.S. v. Locke, 120 S.Ct. 1135",-0.008877,-0.022344773697181,0.00554776224089301,0.015779,-0.133392438540602,0.0588689579011775,1
"9",2000-03-06 10:10:00,"2","1999",9,"CVX",-0.00253022534912528,-0.002461,"U.S. v. Locke, 120 S.Ct. 1135",-0.011338,-0.0369808258700487,0.00918160247130983,0.01824,-0.170373264410651,0.0680505603724873,1
"10",2000-03-06 10:15:00,"2","1999",10,"CVX",0.000838189020129221,0.000473,"U.S. v. Locke, 120 S.Ct. 1135",-0.010865,0.00710765161988339,0.00176468832544882,0.018713,-0.163265612790768,0.0698152486979361,1
"11",2000-03-06 10:20:00,"2","1999",11,"CVX",0.000838189020129221,0.000447,"U.S. v. Locke, 120 S.Ct. 1135",-0.010418,0.00671695618200397,0.00166768643018102,0.01916,-0.156548656608764,0.0714829351281171,1
"12",2000-03-06 10:25:00,"2","1999",12,"CVX",0,0.000069,"U.S. v. Locke, 120 S.Ct. 1135",-0.010349,0.00103684558514155,0.000257428106672238,0.019229,-0.155511811023622,0.0717403632347894,1
"13",2000-03-06 10:30:00,"2","1999",13,"CVX",-0.00168917817747349,-0.001891,"U.S. v. Locke, 120 S.Ct. 1135",-0.01224,-0.0284155797319228,0.0070550224596696,0.02112,-0.183927390755545,0.078795385694459,1
