case,index,symbol,estimate,error,t_value,p_value,sig,date_decision_x,sct_cite_x,term_x,docket_x,case_short_name_x,case_disposition,case_name,date_argument,date_decision_y,docket_y,issue,issue_area,law_type,lc_disagreement,petitioner,respondent,sct_cite_y,case_short_name_y,term_y,vote_margin,abs_estimate,delay_argued,delay_argued_months,petitioner_name,respondent_name,case_disposition_name
179,SPY,XLV,0.007034,0.005998,1.172764,0.24089000000000002,,2/27/2013,133 S.Ct. 1184,2012,11-1085,Amgen v. CT Ret. Plans and Trust Funds,2.0,"AMGEN INC., et al., PETITIONERS v. CONNECTICUT RETIREMENT PLANS AND TRUST FUNDS",11/5/2012,2/27/2013,11-1085,80120.0,8.0,3.0,0.0,194.0,171.0,133 S.Ct. 1184,Amgen v. CT Ret. Plans and Trust Funds,2012.0,3.0,0.007034,114,3,nuclear power plant or facility,"insurance company, or surety",Affirmed
179,XLV,AMGN,-0.011184,0.015413,-0.7256279999999999,0.468067,,2/27/2013,133 S.Ct. 1184,2012,11-1085,Amgen v. CT Ret. Plans and Trust Funds,2.0,"AMGEN INC., et al., PETITIONERS v. CONNECTICUT RETIREMENT PLANS AND TRUST FUNDS",11/5/2012,2/27/2013,11-1085,80120.0,8.0,3.0,0.0,194.0,171.0,133 S.Ct. 1184,Amgen v. CT Ret. Plans and Trust Funds,2012.0,3.0,0.011184,114,3,nuclear power plant or facility,"insurance company, or surety",Affirmed
180,SPY,JWA,-0.021412999999999998,0.014182,-1.509842,0.13108399999999998,,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.021412999999999998,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
180,SPY,PSO,-0.043338999999999996,0.010583,-4.095203,4.2e-05,***,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.043338999999999996,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
180,SPY,TRI,0.012225,0.015639,0.781676,0.43440500000000004,,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.012225,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
180,SPY,XLY,-0.00946,0.005589,-1.6925599999999998,0.090539,*,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.00946,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
180,XLY,JWA,-0.012631,0.014884999999999999,-0.8485729999999999,0.396119,,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.012631,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
180,XLY,PSO,-0.039124,0.010337,-3.784675,0.000154,***,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.039124,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
180,XLY,TRI,0.016054,0.015537,1.033245,0.301489,,3/19/2013,133 S.Ct. 1351,2012,11-697,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",4.0,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",10/29/2012,3/19/2013,11-697,80190.0,8.0,6.0,1.0,117.0,220.0,133 S.Ct. 1351,"Supap Kirtsaeng, DBA Bluechristine99 v. John Wiley & Sons",2012.0,3.0,0.016054,141,4,"bookstore, newsstand, printer, b","publisher, publishing company",Reversed and Remanded
181,SPY,TRV,0.007677,0.008829,0.869524,0.384561,,3/19/2013,133 S.Ct. 1345,2012,11-1450,Standard Fir Ins. v. Knowles,5.0,"THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES",1/7/2013,3/19/2013,11-1450,90320.0,9.0,6.0,0.0,171.0,173.0,133 S.Ct. 1345,Standard Fir Ins. v. Knowles,2012.0,9.0,0.007677,71,2,"insurance company, or surety",investor,Vacated and Remanded
181,SPY,XLF,-0.006867,0.0070739999999999996,-0.9707540000000001,0.331671,,3/19/2013,133 S.Ct. 1345,2012,11-1450,Standard Fir Ins. v. Knowles,5.0,"THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES",1/7/2013,3/19/2013,11-1450,90320.0,9.0,6.0,0.0,171.0,173.0,133 S.Ct. 1345,Standard Fir Ins. v. Knowles,2012.0,9.0,0.006867,71,2,"insurance company, or surety",investor,Vacated and Remanded
181,XLF,TRV,0.00946,0.007991,1.1838950000000001,0.23645500000000003,,3/19/2013,133 S.Ct. 1345,2012,11-1450,Standard Fir Ins. v. Knowles,5.0,"THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES",1/7/2013,3/19/2013,11-1450,90320.0,9.0,6.0,0.0,171.0,173.0,133 S.Ct. 1345,Standard Fir Ins. v. Knowles,2012.0,9.0,0.00946,71,2,"insurance company, or surety",investor,Vacated and Remanded
182,SPY,IP,-0.0009689999999999999,0.013068999999999999,-0.074143,0.940897,,3/20/2013,133 S.Ct. 1326,2012,11-338,"Decker, Oregon State Forester v. Northwest Envtl. Def. Cntr.",4.0,"DOUG DECKER, IN HIS OFFICIAL CAPACITY AS OREGON STATE FORESTER, et al., PETITIONERS v. NORTHWEST ENVIRONMENTAL DEFENSE CENTER;",12/3/2012,3/20/2013,11-338,80130.0,8.0,3.0,0.0,8.0,150.0,133 S.Ct. 1326,"Decker, Oregon State Forester v. Northwest Envtl. Def. Cntr.",2012.0,6.0,0.0009689999999999999,107,3,governmental employee or job app,environmental organization,Reversed and Remanded
182,SPY,XLB,-0.000656,0.007866,-0.083397,0.933536,,3/20/2013,133 S.Ct. 1326,2012,11-338,"Decker, Oregon State Forester v. Northwest Envtl. Def. Cntr.",4.0,"DOUG DECKER, IN HIS OFFICIAL CAPACITY AS OREGON STATE FORESTER, et al., PETITIONERS v. NORTHWEST ENVIRONMENTAL DEFENSE CENTER;",12/3/2012,3/20/2013,11-338,80130.0,8.0,3.0,0.0,8.0,150.0,133 S.Ct. 1326,"Decker, Oregon State Forester v. Northwest Envtl. Def. Cntr.",2012.0,6.0,0.000656,107,3,governmental employee or job app,environmental organization,Reversed and Remanded
182,XLB,IP,-0.00086,0.014053,-0.061198,0.951202,,3/20/2013,133 S.Ct. 1326,2012,11-338,"Decker, Oregon State Forester v. Northwest Envtl. Def. Cntr.",4.0,"DOUG DECKER, IN HIS OFFICIAL CAPACITY AS OREGON STATE FORESTER, et al., PETITIONERS v. NORTHWEST ENVIRONMENTAL DEFENSE CENTER;",12/3/2012,3/20/2013,11-338,80130.0,8.0,3.0,0.0,8.0,150.0,133 S.Ct. 1326,"Decker, Oregon State Forester v. Northwest Envtl. Def. Cntr.",2012.0,6.0,0.00086,107,3,governmental employee or job app,environmental organization,Reversed and Remanded
183,SPY,CMCSA,0.017075,0.012395,1.377576,0.16833399999999998,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.017075,-1,0,,,
183,SPY,CMCSK,0.00252,0.011784999999999999,0.213823,0.830685,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.00252,-1,0,,,
183,SPY,DTV,-0.01122,0.010749,-1.0438399999999999,0.29656,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.01122,-1,0,,,
183,SPY,DISH,-0.040536,0.022934,-1.7674869999999998,0.07714700000000001,*,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.040536,-1,0,,,
183,SPY,VZ,-0.006499,0.009794,-0.663551,0.5069779999999999,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.006499,-1,0,,,
183,SPY,NFLX,-0.000336,0.026212,-0.012819,0.989772,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.000336,-1,0,,,
183,SPY,XLY,0.004541,0.005878,0.772526,0.439803,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.004541,-1,0,,,
183,SPY,VOX,0.010971999999999999,0.006837,1.604814,0.10853499999999999,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.010971999999999999,-1,0,,,
183,SPY,XTL,0.000998,0.000719,1.387746,0.165214,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.000998,-1,0,,,
183,XLY,CMCSA,0.012173999999999999,0.010314,1.180321,0.237873,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.012173999999999999,-1,0,,,
183,XLY,CMCSK,-0.002444,0.011216,-0.21791,0.827499,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.002444,-1,0,,,
183,XLY,DTV,-0.015191999999999999,0.009884,-1.536972,0.1243,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.015191999999999999,-1,0,,,
183,XLY,DISH,-0.043944,0.023426,-1.875893,0.06067,*,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.043944,-1,0,,,
183,XLY,VZ,-0.00847,0.009328,-0.9079969999999999,0.36388000000000004,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.00847,-1,0,,,
183,XLY,NFLX,-0.00526,0.024529,-0.214441,0.830203,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.00526,-1,0,,,
183,XLY,VOX,0.010286,0.00688,1.4951,0.134888,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.010286,-1,0,,,
183,XLY,XTL,0.001003,0.000719,1.394714,0.163102,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.001003,-1,0,,,
183,VOX,CMCSA,0.010342,0.013103,0.789255,0.429963,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.010342,-1,0,,,
183,VOX,CMCSK,-0.002886,0.014022999999999999,-0.20580900000000002,0.83694,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.002886,-1,0,,,
183,VOX,DTV,-0.016291999999999997,0.011869,-1.372603,0.169876,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.016291999999999997,-1,0,,,
183,VOX,DISH,-0.044112,0.024100999999999997,-1.8303349999999998,0.0672,*,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.044112,-1,0,,,
183,VOX,VZ,-0.010870999999999999,0.009649,-1.126622,0.259902,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.010870999999999999,-1,0,,,
183,VOX,NFLX,0.002467,0.026216000000000003,0.094101,0.9250290000000001,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.002467,-1,0,,,
183,VOX,XLY,0.002041,0.008246999999999999,0.247495,0.804525,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.002041,-1,0,,,
183,VOX,XTL,0.001007,0.000719,1.400274,0.161431,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.001007,-1,0,,,
183,XTL,CMCSA,0.01608,0.013737000000000001,1.170549,0.24178000000000002,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.01608,-1,0,,,
183,XTL,CMCSK,0.001436,0.014384000000000001,0.09983099999999999,0.920479,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.001436,-1,0,,,
183,XTL,DTV,-0.011824,0.012262,-0.9642879999999999,0.334902,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.011824,-1,0,,,
183,XTL,DISH,-0.041007,0.024191,-1.6951580000000002,0.090045,*,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.041007,-1,0,,,
183,XTL,VZ,-0.0066560000000000005,0.010032,-0.663451,0.507042,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.0066560000000000005,-1,0,,,
183,XTL,NFLX,-0.00047000000000000004,0.026281,-0.017883,0.9857319999999999,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.00047000000000000004,-1,0,,,
183,XTL,XLY,0.004366,0.008374,0.521378,0.6021029999999999,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.004366,-1,0,,,
183,XTL,VOX,0.010951,0.006986,1.567551,0.11698599999999999,,3/27/2013,133 S.Ct. 1426,2012,11-864,Comcast v. Behrend,,,,,,,,,,,,,,,,0.010951,-1,0,,,
184,SPY,RDSA,0.006108,0.007306999999999999,0.83594,0.40318899999999996,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.006108,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,SPY,XLE,0.024786000000000002,0.010012,2.475637,0.0133,**,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.024786000000000002,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,SPY,XES,0.01055,0.014096000000000001,0.748436,0.454197,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.01055,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,SPY,XOP,0.038507,0.014419999999999999,2.670379,0.0075769999999999995,***,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.038507,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,SPY,GNR,0.00471,0.008048999999999999,0.58519,0.55842,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.00471,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XLE,RDSA,-0.001394,0.00704,-0.198008,0.843039,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.001394,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XLE,XES,-0.015726,0.013124,-1.198218,0.230832,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.015726,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XLE,XOP,0.008028,0.008679000000000001,0.924947,0.354993,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.008028,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XLE,GNR,-0.001433,0.008031,-0.178429,0.8583860000000001,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.001433,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XES,RDSA,0.00121,0.007626999999999999,0.15864,0.8739530000000001,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.00121,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XES,XLE,0.011179000000000001,0.010199,1.0960450000000002,0.273059,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.011179000000000001,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XES,XOP,0.021466,0.014803,1.450158,0.147014,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.021466,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XES,GNR,0.001019,0.008093000000000001,0.12591,0.899804,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.001019,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XOP,RDSA,-0.002188,0.0073409999999999994,-0.298061,0.7656569999999999,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.002188,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XOP,XLE,-0.003965,0.006411,-0.6185069999999999,0.536241,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.003965,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XOP,XES,-0.019211000000000002,0.014069,-1.365521,0.17208900000000002,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.019211000000000002,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,XOP,GNR,-0.0025960000000000002,0.007955,-0.326337,0.74417,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.0025960000000000002,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,GNR,RDSA,0.00010700000000000001,0.007717,0.013866,0.9889370000000001,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.00010700000000000001,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
184,GNR,XLE,0.005745,0.012913999999999998,0.44486499999999995,0.656417,,4/17/2013,133 S.Ct. 1659,2012,10-1491,Kiobel v. Royal Dutch Petroleum (Shell),2.0,"ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.",2/28/2012,4/17/2013,10-1491,90230.0,9.0,6.0,0.0,106.0,198.0,133 S.Ct. 1659,Kiobel v. Royal Dutch Petroleum (Shell),2012.0,9.0,0.005745,414,13,"alien, person subject to a denat","oil company, or natural gas prod",Affirmed
